balance,birthdate,cust_id,customer_type,gender,join_date,name,number_of_accounts,pep
6641.043832750435,1975-01-03,64,private,male,2007-11-15,Geoffrey Moore,2,False
4079.978981926336,1991-08-21,65,private,male,2014-07-31,Renee Bruce,10,True
14875.248776614142,2018-08-23,66,corporate,male,2004-11-17,Joseph Mack,6,True
7428.622811454047,2017-10-28,67,corporate,female,2002-05-06,Amanda Franklin MD,13,True
3969.422477784294,1978-08-04,68,private,female,1986-09-15,Bradley Johnson,1,True
18460.29502299938,1988-03-03,69,private,female,1985-12-07,Sean Roberts,7,False
8703.70645287779,1984-01-01,70,private,female,1984-10-25,Rebecca Maddox,7,False
4323.207159042763,2006-11-04,71,corporate,female,2009-11-12,Donna Payne,1,False
4961.980103883202,1979-06-30,72,corporate,male,2010-06-03,Rebecca Harrell,7,False
1674.668986493618,1990-12-23,73,private,male,2010-09-03,Marie Hernandez,14,False
1079.933694544994,2016-10-07,74,private,female,1978-01-13,Austin Gonzalez,7,False
5378.885873294737,2009-01-13,75,private,female,1971-09-26,Rodney Jackson,14,True
1474.304851861248,1972-02-17,76,corporate,male,2005-07-18,Emily Jennings,2,False
13474.806941601955,1970-11-07,77,private,female,1989-08-13,Shannon Smith,7,True
3122.3092995113857,1993-03-25,78,private,male,2000-10-10,Kimberly Murray,4,False
7481.147459633088,2014-04-13,79,private,male,1994-03-24,Phillip Schmidt,4,False
2993.7932047761756,1998-03-23,80,corporate,male,1999-07-07,Teresa Hogan,8,True
13107.309950563233,1974-08-28,81,private,male,1976-06-15,Jeffrey Silva,4,True
341.2447489213668,2000-11-30,82,corporate,female,1998-03-19,Jason Mann,3,True
29587.75920099628,2013-01-17,83,private,female,1970-12-12,Carlos Smith,7,True
5665.318661049971,2011-04-11,84,corporate,female,2002-12-19,Daniel Bailey,8,True
10251.036218946947,2017-02-11,85,private,female,1976-08-31,Nancy Phillips,6,True
16543.88469321931,1996-01-16,86,corporate,male,2003-08-31,Shannon Moreno,14,True
1543.441513351214,2005-01-18,87,corporate,male,2000-07-26,Natalie Mccarty,3,True
8220.753982461409,1984-05-26,88,private,male,1999-01-06,Derrick Adams,8,False
2629.0159701505067,2006-05-02,89,private,male,2000-01-07,Daniel Moore,6,False
19662.09843684889,2010-10-16,90,corporate,male,1982-02-28,Nicole Diaz,7,True
2519.573220986027,1984-01-01,91,private,male,1989-11-29,Javier Miller,5,True
4367.542455056241,1993-02-06,92,corporate,male,2017-05-16,Misty Tyler,1,False
24535.406544200192,1997-01-10,93,private,female,1988-01-09,Mary Jones,1,False
5538.74330549743,1985-11-10,94,private,male,2001-08-25,Cassandra Obrien,11,True
13007.11672620756,2005-01-09,95,private,male,1991-03-01,Justin Martin,7,True
22977.613453796792,2002-09-30,96,corporate,female,2009-10-03,Madeline Cooper,10,False
380.7454229304129,2000-10-07,97,private,male,1974-11-02,Taylor Allen,11,False
19767.020787864003,1997-05-13,98,private,male,1992-05-14,Steven Kim,4,False
3411.767033651221,1980-05-21,99,private,female,2006-03-02,Julie White,1,False
12996.74353540199,2010-12-21,100,corporate,female,1982-01-14,Tammy Young,10,False
6977.260758061548,1987-09-15,101,corporate,female,1996-06-20,Patrick Simmons,3,True
598.1720768732874,1988-03-10,102,corporate,female,2007-04-26,Kelly Collins,8,False
13151.772619490217,2000-09-29,103,corporate,female,2016-03-13,Manuel Hernandez,11,True
16308.106959910305,1977-05-26,104,corporate,female,2014-08-24,Jason Rodriguez,14,True
26863.698540058384,1980-02-19,105,private,female,1976-02-14,Bob Schneider,3,True
5874.284217554247,1975-08-21,106,corporate,male,1971-09-09,Christina Ruiz,10,True
745.083754712625,1994-06-08,107,corporate,female,2011-03-24,William Edwards,3,False
420.79489108808747,2013-08-08,108,private,female,1976-11-27,Susan Gonzales,1,True
8047.053562712739,1971-12-06,109,corporate,male,2010-04-15,Kristen Brown,13,False
1254.0279513631242,1978-09-29,110,corporate,female,1972-05-16,David Carlson,5,True
16462.313843202006,1985-09-19,111,corporate,male,1975-11-30,Mrs. Tara Fox,6,True
4554.928353406334,1995-12-31,112,corporate,female,1975-03-02,Wendy House,8,True
329.1025036842491,1979-11-02,113,corporate,female,2018-01-04,Harold Shea,2,False
8256.018694455886,1995-06-29,114,private,female,1977-02-14,Jesse Cervantes,7,True
2059.7817016896124,1988-11-02,115,corporate,male,1971-01-10,Keith Foster,1,False
5250.768160594364,2018-08-15,116,private,male,1997-05-16,Cheryl Lamb DVM,9,True
15870.829411631692,2013-06-14,117,private,male,2002-12-02,Jeffrey Johnson,13,False
11749.494703435068,1997-02-16,118,private,male,2001-07-21,Emily Davis,2,True
26712.70712214774,2002-07-11,119,corporate,male,1996-02-22,Mary Williams,12,False
10870.132740325402,1971-10-15,120,private,male,1978-03-23,David Simpson,7,False
16450.850626108295,1999-03-25,121,corporate,male,1997-05-03,Mr. Mark Carter,1,True
9082.431390037085,2004-07-11,122,corporate,female,1999-01-14,James Patterson,13,True
12470.501331228257,1988-01-25,123,corporate,male,1994-08-06,Jeanette Smith,2,False
14460.250713559464,2012-10-12,124,private,female,2014-06-13,Mrs. Lauren Johnson,13,True
14060.28890145127,1986-11-17,125,private,female,1981-09-01,Bonnie Mcgee,10,False
14724.972298226307,1989-02-08,126,corporate,male,1988-04-26,Heather Rowland,9,False
7611.336496114442,2016-03-28,127,corporate,male,2013-01-18,Joshua Owen,1,False
5227.772611032316,2005-08-20,128,corporate,female,1982-12-02,David Daugherty,3,True
6779.81608935015,1992-10-22,129,corporate,male,1994-11-25,Luis Munoz,6,True
3365.0057181327916,2016-10-04,130,private,female,2013-12-21,Brendan Butler,4,False
6996.46864674982,1988-02-15,131,private,male,1983-06-27,Jessica Castro,3,True
1107.4489943327656,2003-12-02,132,corporate,male,2017-06-08,Rachel Greene,7,False
3567.5253433134403,1976-07-19,133,private,male,1974-07-06,Sarah Russo,12,True
6300.959605340901,1971-04-30,134,corporate,male,1987-02-06,Joseph Hampton,9,False
2933.7948207025133,1975-04-05,135,private,male,2017-02-09,Michael Nichols,7,False
9346.47120814363,2002-07-01,136,private,female,1997-06-01,Danielle Harris,14,False
12113.21585558675,1995-04-14,137,private,male,1987-03-21,Kimberly Bailey,4,True
6166.602249211597,1987-06-26,138,corporate,male,1972-01-13,Kimberly Miller,13,True
11.307376869589499,2018-01-06,139,corporate,female,2011-01-08,Patricia Gutierrez,2,False
2612.9558024251237,1988-12-27,140,corporate,female,1981-10-23,Ross Johnson,1,False
4872.619504035724,1992-01-15,141,private,female,1976-08-05,David Bradley,5,True
4415.358518777252,1989-07-19,142,corporate,male,2002-07-13,Tyler Alexander,1,False
6387.981912704627,1975-01-11,143,corporate,female,2018-10-21,Julie Maxwell,5,True
33102.91312974958,1985-06-24,144,private,female,2017-02-25,Matthew Johnson,13,False
6243.001181237462,1970-04-28,145,corporate,female,2008-04-14,Patricia Mann,3,False
409.24825978135186,2005-06-17,146,private,female,1993-01-03,Benjamin Choi,10,True
18763.681127859003,1984-07-11,147,private,male,1995-12-21,Jennifer Mendoza,7,True
2523.9165334089357,1972-02-19,148,corporate,female,1981-03-28,Ashley Buchanan,8,False
18425.784945315576,1991-07-14,149,private,female,1972-12-31,Jonathan Kramer,6,True
10791.305462993198,2005-08-27,150,corporate,male,2008-03-22,Benjamin Baker,3,True
12008.339729196718,1976-10-03,151,corporate,female,1997-07-31,Noah Moore,14,False
18678.876892639895,2003-04-18,152,corporate,male,1991-06-30,Patricia Roberts,7,True
18420.60455155441,1987-04-14,153,corporate,male,1984-09-28,Lisa Gonzales,3,False
3426.985932801691,1974-08-02,154,private,male,1997-02-13,Mary Garza,1,False
1898.6851776878102,1977-07-29,155,private,male,1990-12-04,Nicole Gibson,2,True
14501.207604151672,1990-06-02,156,private,female,2014-04-07,Jennifer Stone,1,True
6201.580907674466,2004-01-23,157,corporate,female,2002-01-04,Kendra Lane,7,True
7414.140263005079,1983-09-05,158,private,male,1985-06-02,Charles Richardson,2,True
17996.619261970558,1987-07-12,159,private,male,1991-02-10,Jeremy Hamilton,3,True
15368.601025769463,1998-12-20,160,private,male,1988-07-28,Megan Medina,4,True
11956.619341095986,1980-05-21,161,corporate,female,2001-04-26,Tina Boone,14,False
21009.61157550377,2012-10-28,162,private,male,1989-09-23,Amy Davis,12,True
23004.279100577016,1981-10-23,163,corporate,female,1990-04-04,Brandy Ward,5,False
12422.607372269264,1972-11-03,164,private,female,1973-10-05,William Contreras,12,False
1082.3152336033697,2013-01-22,165,private,male,1991-05-20,Mark Robinson,11,False
522.1395822556876,1986-07-28,166,private,female,1976-05-22,Scott Flores,5,False
428.32408288330043,1998-01-07,167,corporate,male,1974-08-03,Donald Guzman,3,True
17293.90826829568,2018-06-26,168,private,male,2004-12-05,Leslie Jimenez,11,False
8683.699031004908,1972-06-07,169,private,male,2012-02-04,Ryan Benton,11,True
6886.921953979263,1994-08-02,170,private,male,2006-10-16,Amanda Fitzpatrick,3,False
5757.168074180231,2006-06-02,171,private,male,1990-07-07,Austin Garcia,11,False
8660.445813136319,1995-03-27,172,private,male,2004-03-14,Dr. Gary Bennett,12,True
5129.743751409283,1983-08-12,173,corporate,male,2002-12-13,Russell Taylor,3,True
5813.9457206169045,2017-03-31,174,private,male,1996-10-04,Manuel Gutierrez,11,False
2548.403244677663,1977-03-04,175,private,male,1973-10-27,Paul Jones,4,True
8745.749743826773,1998-08-13,176,corporate,female,1984-09-25,Janet White,6,False
10447.818015580304,2017-11-06,177,private,male,1989-09-19,Stephen Smith,14,True
5291.373359098208,1975-03-06,178,corporate,male,2003-06-19,Patrick Murray,4,True
5484.711822171883,1973-07-22,179,private,female,1977-02-04,David Johnson,1,True
10264.691362699716,2006-08-18,180,corporate,female,1991-08-25,Shawn Flynn,7,True
1664.0437572020942,2015-07-06,181,corporate,male,1977-02-14,Gary Irwin,9,True
18460.915981172835,1982-08-18,182,private,male,1981-10-14,Susan Reynolds,14,True
4095.2445354700544,2018-05-12,183,private,female,1998-01-27,Jenna Reed,7,True
13998.84212074207,1982-07-12,184,corporate,male,1996-06-17,Jared Morris,14,True
7074.92480139624,1974-06-17,185,private,male,2006-03-06,Dawn Palmer,5,False
9365.616686885187,1979-06-26,186,corporate,female,1990-08-23,Nicholas Jones,4,False
14636.62334717283,1989-05-20,187,private,male,2018-08-21,Anna Nelson MD,5,False
1986.7425602082396,2014-06-26,188,private,male,1972-09-22,Christopher Moore,13,True
8153.251485738438,1980-01-14,189,private,female,1989-02-24,Timothy Mcdonald,1,False
17071.268969011784,2011-09-24,190,private,female,1990-05-04,James Goodwin,8,False
4323.983423903469,2016-09-29,191,private,female,1980-12-19,Stefanie Gonzales,3,True
6199.063274862227,1992-05-15,192,private,female,2018-08-18,Peggy Mcdonald,13,False
1132.9921900690388,1975-10-26,193,corporate,male,1989-01-11,Jessica Duran,9,True
10574.830010840613,1972-12-20,194,corporate,male,2009-04-08,Justin Pace,6,True
4434.2349275958795,1993-04-10,195,private,male,2016-03-31,Anthony Williams,3,True
6405.378821373731,2006-04-27,196,private,female,2000-07-05,Kenneth Long,5,True
3001.3583136762127,1973-05-26,197,corporate,male,1984-06-22,Jennifer Rowe,13,True
14070.852121483471,1982-09-03,198,corporate,female,2002-08-13,Juan Brown,13,False
3656.396342440205,1987-08-18,199,private,male,1996-06-07,Philip Bennett,5,False
22182.07791759367,2002-06-27,200,corporate,male,2009-09-09,Travis Kent,11,True
291.4998334651637,1978-02-15,201,private,female,1993-06-24,Michael Callahan,11,True
4438.026666944706,1973-01-30,202,private,female,2008-03-10,Angela Smith,13,False
7069.5361784798315,1996-03-08,203,corporate,male,2005-01-10,Michelle Warren,9,True
2140.8349525531285,1972-05-31,204,private,female,2001-08-23,Kathryn Smith,5,True
6821.489366582601,1981-10-14,205,corporate,male,2006-11-20,Jennifer Johnson,3,False
13969.484768823142,2011-04-21,206,corporate,male,1973-10-03,Michael Patterson,5,False
8886.980074526004,1976-06-17,207,corporate,female,1980-10-16,Michael Wiley,8,True
6267.335209022526,2015-10-08,208,corporate,female,1981-12-12,Daniel Rodriguez,4,True
6109.629937378878,1970-01-17,209,private,male,2015-06-18,Jeffrey Smith,9,True
1665.2290345101594,2008-09-17,210,private,male,2010-01-04,Marcus Yoder,1,True
2538.183634272012,1974-02-17,211,private,female,2009-12-29,Sarah Richard,4,True
14001.030524394988,2003-08-20,212,corporate,female,2001-06-09,Amanda Rodriguez,9,False
5275.082111849552,1986-05-08,213,corporate,male,2005-12-01,Samantha Buchanan,11,True
12733.450076618237,1984-07-25,214,private,female,2009-11-08,Betty Johnson,2,True
5972.344012626975,2015-08-27,215,private,male,1987-04-14,Jessica Reid,4,False
15822.864633091809,1998-05-26,216,private,male,2016-01-04,Katie Scott,6,False
1933.6535959747814,2006-01-27,217,corporate,female,1993-09-22,Cheryl Gonzales,9,False
300.2442849626403,1991-01-16,218,corporate,male,1993-01-09,Amanda Christian,2,True
17835.58011197331,1997-10-27,219,private,female,1993-08-09,Patricia Patterson,6,True
5330.7250869381305,1988-05-22,220,corporate,female,2010-05-06,April Garrison,4,False
3918.405583841104,1972-05-06,221,corporate,male,2015-08-23,Maria Rhodes,2,False
973.1123113532103,1999-06-03,222,private,female,2009-11-10,Lonnie Roach,7,True
5719.551878725466,2004-04-16,223,private,female,1977-07-24,Stacey Hardin,12,False
16284.652239342156,1982-03-24,224,corporate,male,2014-11-10,Lisa Cohen,14,False
3860.7069851963565,1972-01-27,225,corporate,male,1992-03-12,Justin Curry Jr.,9,False
9759.373365613092,1989-04-29,226,corporate,female,1996-07-13,Deborah Reilly,12,True
4601.976707138312,2018-01-19,227,private,female,1987-10-02,Sara Rivera,12,False
3123.930724892272,1979-04-02,228,private,male,1972-07-22,Jamie Murphy,11,True
7628.081297839303,1976-09-17,229,corporate,male,1976-01-23,Daniel Blackwell,4,True
12927.20085759737,1995-09-04,230,corporate,female,2002-03-23,Sean Garcia,10,False
19333.861648370203,2010-04-07,231,corporate,male,1978-04-30,Jason Smith,5,True
18876.529268076527,1993-07-19,232,private,female,1971-11-23,Robert Patton,5,True
1183.993498286909,1987-09-06,233,private,male,1976-09-09,Morgan Tanner,11,False
12853.454791448457,2012-09-27,234,corporate,male,2012-12-27,Willie Mercer,6,False
2053.899499184796,2017-06-16,235,corporate,male,1998-05-13,Olivia Thomas,8,True
18931.920061187328,1978-11-14,236,private,female,1985-11-02,Michael Downs,7,False
7225.406591460499,2007-10-02,237,private,male,2004-09-08,Henry Ali,4,False
7080.051189274565,2001-10-31,238,corporate,male,2010-02-11,Amanda Meyer,4,False
6596.019052676709,1986-10-27,239,private,male,2001-06-26,Jessica Juarez,14,True
12128.229530144177,1972-07-03,240,private,female,1974-06-14,Caitlin Lewis,13,True
10327.31610215566,1982-02-15,241,private,male,1972-11-22,Elizabeth Wood,12,False
2419.526886868072,1971-02-16,242,corporate,male,1978-07-10,Mark Walker,11,False
11113.81798897641,2015-05-14,243,private,female,1973-12-23,Thomas Johnson,14,False
8483.352820904262,2011-09-16,244,corporate,male,1975-11-18,Larry Morales,12,True
16706.396609386928,1998-04-22,245,private,female,2010-10-12,Tracey Mason,10,False
7052.720460468384,2002-08-19,246,corporate,male,2000-05-29,Denise Sullivan,14,True
1559.5277335889746,1972-07-30,247,private,female,1971-11-19,Cameron Valdez,10,True
6585.047567754343,1970-05-29,248,private,male,1984-11-02,Autumn Wright,8,True
15464.61254737041,1998-08-26,249,corporate,female,1977-03-30,Pamela Henderson,3,True
864.6047028291528,2017-05-03,250,corporate,male,1987-04-24,Daniel Torres,9,False
6668.431796588779,1998-09-03,251,corporate,male,1984-08-11,Michelle Newman,7,True
14827.519170971893,2001-11-13,252,private,female,1997-01-10,Colton Cox,12,False
14183.65038769948,1989-06-01,253,corporate,female,1978-07-12,Dr. Michael Murphy,4,False
13525.514102737854,2015-04-05,254,corporate,male,1974-05-29,Gregory Morrison,9,False
6596.031111690587,2011-12-23,255,private,female,1999-07-07,David Cochran,13,True
9071.598659665306,1975-12-11,256,private,female,2015-03-31,Shannon Perry,1,False
19864.197102458482,1990-06-25,257,private,female,2002-09-18,Scott Rodriguez,11,False
5945.151286188963,1983-05-15,258,private,female,1979-10-06,Morgan Haney,4,True
4917.151937836713,2014-07-30,259,corporate,female,2017-03-01,Jon Payne,12,True
2008.0290734116165,1994-05-05,260,private,male,2010-06-25,Kelly Higgins,6,False
7286.049462168837,2016-06-24,261,corporate,male,1988-03-31,April Wilson,4,True
2918.203675285004,2000-08-16,262,private,female,2010-09-26,James Bryant,11,False
6412.350394598906,1990-08-30,263,corporate,male,2017-08-17,Laura Holden,2,False
3156.57135572295,2017-01-22,264,private,female,1973-01-28,Alyssa Johnson,7,True
16527.02721232498,1973-03-12,265,private,male,1998-01-22,Paul Goodman,9,True
4627.887339258952,1986-02-02,266,private,male,2010-10-06,Joshua Haynes,14,False
883.3129927256964,1987-03-25,267,private,female,1974-02-24,Logan Acevedo,2,False
6822.9322047976175,1978-12-27,268,private,male,1993-11-21,Carol Walsh,5,False
9529.621421280419,1976-06-22,269,corporate,male,1997-01-01,Julia Ray,8,True
20075.367040561763,1972-12-26,270,private,male,2010-06-04,Rodney Brown,9,True
621.8270681251179,1976-06-02,271,corporate,female,1971-08-14,Robert Scott,5,True
2553.5232475043035,1996-11-30,272,corporate,female,1984-11-21,Dr. Aaron White,13,False
8440.106008358012,1999-11-24,273,private,male,1997-10-21,Gary Alvarado,12,True
9806.412922431713,1970-11-12,274,private,female,2002-08-26,Anna Berg,12,True
9346.665911699329,2007-05-11,275,corporate,male,2018-03-23,Cristian Hull,10,False
7766.460858677715,2018-05-22,276,private,female,2003-07-12,James Jones,1,True
398.4424530162614,2012-02-22,277,corporate,female,1989-02-25,Elijah Goodwin,4,False
2410.142805356778,1974-12-25,278,private,male,1981-11-23,Jeff Case,2,True
19599.787749546544,1984-08-29,279,private,female,1977-08-14,Curtis Butler,6,True
6938.828310439026,1992-01-01,280,private,male,1974-07-18,Steven Anderson,12,False
5194.955206147336,2011-01-04,281,corporate,female,2012-10-13,Angela Rice,11,False
9271.531760344009,2018-03-20,282,private,male,1985-03-03,Olivia Klein,6,False
3278.770707561615,1979-10-08,283,private,female,1976-01-08,Krista Collins,4,True
8159.707031322807,2011-01-05,284,private,male,2002-12-18,Christopher Thomas,8,True
7406.252559570597,1998-07-10,285,corporate,male,2003-10-02,Jeremiah Hooper,12,False
2732.784348287483,1993-01-10,286,corporate,female,1984-05-03,Michael Contreras,4,True
12839.173982835715,2010-08-23,287,private,male,1988-01-29,Allison Sanchez,8,False
2027.010128031554,1988-07-22,288,corporate,female,1980-04-01,Kelly Lopez,13,True
8632.12504839166,1991-03-26,289,corporate,female,1976-10-05,Christopher Williams,2,True
9086.07805888534,1995-11-10,290,corporate,male,1993-05-17,Rhonda Chandler,14,False
11643.621158392049,1979-06-19,291,private,female,2012-12-05,Miss Melissa Hunt MD,13,True
22563.47996257587,1974-11-10,292,private,female,2012-08-15,Robert Flores,6,True
2257.9486976047638,2007-01-21,293,private,female,2005-05-28,Joseph Pham,6,False
2952.803023333885,1986-09-04,294,corporate,female,1984-03-02,Thomas Carlson,3,False
11740.90173108173,1973-12-08,295,corporate,male,1973-08-29,Richard Downs,12,False
21419.617142231284,2016-06-20,296,private,male,2012-05-04,Andrea Martinez,3,False
2521.6753021397376,1976-03-10,297,private,male,2003-04-01,Kelsey Clay,12,False
8455.828305796775,2009-12-29,298,private,female,1993-09-23,Tyler Johnson,8,True
3559.330002256829,2012-05-19,299,private,female,1975-06-25,Joe Thompson,14,False
2983.1700407328053,2008-04-23,300,corporate,female,2012-05-03,Shelly Elliott,14,True
16140.992032886528,1992-02-08,301,private,male,1995-10-25,Daniel Terrell,1,False
9440.277346075942,1991-03-05,302,corporate,male,1998-07-13,Christopher Morrison,3,True
340.48100730026886,1985-12-05,303,corporate,female,1995-02-15,Aaron Shannon,13,True
14701.537418494852,2001-05-20,304,corporate,male,2014-03-26,Kristen Alvarez,2,False
4655.699067624505,2009-08-11,305,private,female,2009-01-23,Robin Hale,8,True
15999.379507570555,2008-03-19,306,corporate,female,2007-07-17,Jessica Payne,7,False
2756.0488427526147,1999-12-31,307,corporate,male,1997-08-14,Charles Prince,13,True
738.0406172677424,2012-11-29,308,corporate,female,1985-01-03,Cheyenne Hunt,5,False
1198.3314055512121,1981-03-31,309,corporate,female,2004-06-21,Janet Martinez,1,False
1916.1290564182484,2003-07-16,310,private,male,2000-09-23,Patricia Grimes,5,True
14574.260150381579,2008-09-04,311,corporate,male,2011-12-15,Amanda Brady,11,True
8364.160176867425,1974-01-21,312,private,male,1992-01-26,Justin Miranda,1,True
11325.397324640679,1995-08-08,313,private,female,2010-12-27,Matthew Lewis,4,True
15162.637093833393,2009-04-18,314,private,male,1976-09-03,Marc Phelps,7,False
15718.825372049085,1999-09-09,315,private,female,2013-02-18,Sierra Bell,3,True
1305.6604643917835,1981-03-06,316,corporate,male,1977-03-06,Wendy Chavez,7,True
3529.86779218567,2005-01-01,317,private,female,2011-05-30,Stephanie Mcintyre,8,True
990.8079123247682,2000-02-29,318,corporate,female,1973-10-08,David Thomas,8,True
4048.7650681520413,2009-02-05,319,corporate,male,1991-05-25,Michelle Smith,2,True
5887.804492864515,2018-09-19,320,corporate,female,2017-01-24,Stephanie Mckee,9,False
9618.29056183034,2010-02-21,321,corporate,female,2015-05-25,Elizabeth Wells,7,False
4161.227800300289,1986-12-05,322,corporate,male,1974-08-06,Kyle Mcintyre,14,False
1997.6874494163035,1970-09-17,323,corporate,male,1985-01-06,James Johnson,5,False
1110.737171268443,1994-08-23,324,corporate,female,2012-02-26,Kristy Waller,8,False
9455.275566132896,2016-03-05,325,corporate,male,1982-12-17,Shelly Sanchez,13,False
17843.863236605983,1998-11-06,326,private,male,1977-02-01,Ashley Burton,12,True
8261.19987004085,1985-08-17,327,corporate,male,1982-03-06,Marissa Taylor,3,True
3748.7478861107647,1979-06-30,328,private,female,1992-05-11,Lori Goodwin,11,False
8539.8054560128,2018-10-14,329,private,male,1991-10-04,James Reid,14,True
8100.238846182938,1987-11-26,330,private,male,1986-09-18,Andrew Freeman,13,False
5888.083619611787,1989-04-18,331,private,female,2011-11-21,Mitchell Davis,13,True
14030.723716663102,2010-05-29,332,corporate,female,1990-08-27,Ryan Lyons,14,True
2860.1817096930727,1970-07-31,333,private,male,2012-09-14,Justin Flynn DDS,3,False
